272
476
206	95	0	90
207	100	0	90
208	105	0	90
209	5	0	95
210	10	0	95
211	15	0	95
212	20	0	95
213	25	0	95
214	30	0	95
215	35	0	95
216	40	0	95
217	45	0	95
218	50	0	95
219	55	0	95
220	60	0	95
221	65	0	95
222	70	0	95
223	75	0	95
224	80	0	95
225	85	0	95
226	90	0	95
227	95	0	95
228	100	0	95
229	105	0	95
230	5	0	100
231	10	0	100
232	15	0	100
233	20	0	100
234	25	0	100
235	30	0	100
236	35	0	100
237	40	0	100
238	45	0	100
239	50	0	100
240	55	0	100
241	60	0	100
242	65	0	100
243	70	0	100
244	75	0	100
245	80	0	100
246	85	0	100
247	90	0	100
248	95	0	100
249	100	0	100
250	105	0	100
251	5	0	105
252	10	0	105
253	15	0	105
254	20	0	105
255	25	0	105
256	30	0	105
257	35	0	105
258	40	0	105
259	45	0	105
260	50	0	105
261	55	0	105
262	60	0	105
263	65	0	105
264	70	0	105
265	75	0	105
266	80	0	105
267	85	0	105
268	90	0	105
269	95	0	105
270	100	0	105
271	105	0	105
0	0	1
1	1	2
2	2	3
3	3	4
4	4	5
5	5	6
6	6	7
7	7	8
8	8	9
9	9	10
10	10	11
11	11	12
12	12	13
13	13	14
14	14	15
15	15	16
16	16	17
17	17	18
18	18	19
19	19	20
20	21	22
21	22	23
22	23	24
23	24	25
24	25	26
25	26	27
26	27	28
27	28	29
28	29	30
29	30	31
30	31	32
31	32	33
32	33	34
33	34	35
34	35	36
35	36	37
36	37	38
37	38	39
38	39	40
39	40	41
40	42	43
41	43	44
42	44	45
43	45	46
44	46	47
45	47	48
46	48	49
47	49	50
48	50	51
49	51	52
50	52	53
51	53	54
52	54	55
53	55	56
54	56	57
55	57	58
56	58	59
57	59	60
58	60	61
59	61	62
60	63	64
61	64	65
62	65	66
63	66	67
64	67	68
65	68	69
66	69	70
67	70	71
68	71	72
69	72	73
70	73	74
71	74	75
72	75	76
73	76	77
74	77	78
75	78	79
76	79	80
77	80	81
78	81	82
79	82	83
80	84	85
81	85	86
82	86	87
83	88	89
84	89	90
85	90	91
86	92	93
87	93	94
88	94	95
89	96	97
90	97	98
91	98	99
92	100	101
93	101	102
94	102	103
95	104	105
96	105	106
97	106	107
98	108	109
99	109	110
100	110	111
101	112	113
102	113	114
103	114	115
104	116	117
105	117	118
106	118	119
107	120	121
108	121	122
109	122	123
110	124	125
111	125	126
112	126	127
113	128	129
114	129	130
115	130	131
116	132	133
117	133	134
118	134	135
119	136	137
120	137	138
121	138	139
122	140	141
123	141	142
124	142	143
125	144	145
126	145	146
127	146	147
128	148	149
129	149	150
130	150	151
131	152	153
132	153	154
133	154	155
134	156	157
135	157	158
136	158	159
137	160	161
138	161	162
139	162	163
140	164	165
141	165	166
142	166	167
143	168	169
144	169	170
145	170	171
146	172	173
147	173	174
148	174	175
149	176	177
150	177	178
151	178	179
152	180	181
153	181	182
154	182	183
155	184	185
156	185	186
157	186	187
158	188	189
159	189	190
160	190	191
161	191	192
162	192	193
163	193	194
164	194	195
165	195	196
166	196	197
167	197	198
168	198	199
169	199	200
170	200	201
171	201	202
172	202	203
173	203	204
174	204	205
175	205	206
176	206	207
177	207	208
178	209	210
179	210	211
180	211	212
181	212	213
182	213	214
183	214	215
184	215	216
185	216	217
186	217	218
187	218	219
188	219	220
189	220	221
190	221	222
191	222	223
192	223	224
193	224	225
194	225	226
195	226	227
196	227	228
197	228	229
198	230	231
199	231	232
200	232	233
201	233	234
202	234	235
203	235	236
204	236	237
205	237	238
206	238	239
207	239	240
208	240	241
209	241	242
210	242	243
211	243	244
212	244	245
213	245	246
214	246	247
215	247	248
216	248	249
217	249	250
218	251	252
219	252	253
220	253	254
221	254	255
222	255	256
223	256	257
224	257	258
225	258	259
226	259	260
227	260	261
228	261	262
229	262	263
230	263	264
231	264	265
232	265	266
233	266	267
234	267	268
235	268	269
236	269	270
237	270	271
238	0	21
239	1	22
240	2	23
241	3	24
242	4	25
243	5	26
244	6	27
245	7	28
246	8	29
247	9	30
248	10	31
249	11	32
250	12	33
251	13	34
252	14	35
253	15	36
254	16	37
255	17	38
256	18	39
257	19	40
258	20	41
259	21	42
260	22	43
261	23	44
262	24	45
263	25	46
264	26	47
265	27	48
266	28	49
267	29	50
268	30	51
269	31	52
270	32	53
271	33	54
272	34	55
273	35	56
274	36	57
275	37	58
276	38	59
277	39	60
278	40	61
279	41	62
280	42	63
281	43	64
282	44	65
283	45	66
284	46	67
285	47	68
286	48	69
287	49	70
288	50	71
289	51	72
290	52	73
291	53	74
292	54	75
293	55	76
294	56	77
295	57	78
296	58	79
297	59	80
298	60	81
299	61	82
300	62	83
301	63	84
302	64	85
303	65	86
304	66	87
305	80	88
306	81	89
307	82	90
308	83	91
309	84	92
310	85	93
311	86	94
312	87	95
313	88	96
314	89	97
315	90	98
316	91	99
317	92	100
318	93	101
319	94	102
320	95	103
321	96	104
322	97	105
323	98	106
324	99	107
325	100	108
326	101	109
327	102	110
328	103	111
329	104	112
330	105	113
331	106	114
332	107	115
333	108	116
334	109	117
335	110	118
336	111	119
337	112	120
338	113	121
339	114	122
340	115	123
341	116	124
342	117	125
343	118	126
344	119	127
345	120	128
346	121	129
347	122	130
348	123	131
349	124	132
350	125	133
351	126	134
352	127	135
353	128	136
354	129	137
355	130	138
356	131	139
357	132	140
358	133	141
359	134	142
360	135	143
361	136	144
362	137	145
363	138	146
364	139	147
365	140	148
366	141	149
367	142	150
368	143	151
369	144	152
370	145	153
371	146	154
372	147	155
373	148	156
374	149	157
375	150	158
376	151	159
377	152	160
378	153	161
379	154	162
380	155	163
381	156	164
382	157	165
383	158	166
384	159	167
385	160	168
386	161	169
387	162	170
388	163	171
389	164	172
390	165	173
391	166	174
392	167	175
393	168	176
394	169	177
395	170	178
396	171	179
397	172	180
398	173	181
399	174	182
400	175	183
401	176	184
402	177	185
403	178	186
404	179	187
405	180	188
406	181	189
407	182	190
408	183	191
409	184	205
410	185	206
411	186	207
412	187	208
413	188	209
414	189	210
415	190	211
416	191	212
417	192	213
418	193	214
419	194	215
420	195	216
421	196	217
422	197	218
423	198	219
424	199	220
425	200	221
426	201	222
427	202	223
428	203	224
429	204	225
430	205	226
431	206	227
432	207	228
433	208	229
434	209	230
435	210	231
436	211	232
437	212	233
438	213	234
439	214	235
440	215	236
441	216	237
442	217	238
443	218	239
444	219	240
445	220	241
446	221	242
447	222	243
448	223	244
449	224	245
450	225	246
451	226	247
452	227	248
453	228	249
454	229	250
455	230	251
456	231	252
457	232	253
458	233	254
459	234	255
460	235	256
461	236	257
462	237	258
463	238	259
464	239	260
465	240	261
466	241	262
467	242	263
468	243	264
469	244	265
470	245	266
471	246	267
472	247	268
473	248	269
474	249	270
475	250	271
